Unnamed: 0	community	medium	receiver	donor	compound	scs	mus	mps	smetana	sample
126	all	minimal	Kutzneria_albida_DSM_43870_	Flavobacterium_fluvii_DSM_19978_	M_o2_e	0.125	0.99	1	0.12375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
127	all	minimal	Kutzneria_albida_DSM_43870_	Flavobacterium_fluvii_DSM_19978_	M_pi_e	0.125	0.04	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
128	all	minimal	Kutzneria_albida_DSM_43870_	Flavobacterium_fluvii_DSM_19978_	M_s_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
129	all	minimal	Kutzneria_albida_DSM_43870_	Flavobacterium_fluvii_DSM_19978_	M_tsul_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
130	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_LalaDgluMdapDala_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
131	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_acald_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
132	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_alaala_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
133	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_arg__L_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
134	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_asp__L_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
135	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_cgly_e	0.125	0.3	1	0.0375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
136	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_cys__L_e	0.125	0.53	1	0.06625	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
137	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_fe2_e	0.125	0.04	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
138	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_fe3pyovd_kt_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
139	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_g3pe_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
140	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_g3pg_e	0.125	0.26	1	0.0325	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
141	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_glu__L_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
142	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_glyc_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
143	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_gthrd_e	0.125	0.07	1	0.00875	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
144	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_h2o_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
145	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_h2s_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
146	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_ile__L_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
147	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_met__L_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
148	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_pi_e	0.125	0.04	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
149	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_s_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
150	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_so3_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
151	all	minimal	Kutzneria_albida_DSM_43870_	Pandoraea_thiooxydans_ATSB16_	M_tsul_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
152	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_fuscovaginae_LMG_2158_	M_acald_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
153	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_fuscovaginae_LMG_2158_	M_alaala_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
154	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_fuscovaginae_LMG_2158_	M_arg__L_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
155	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_fuscovaginae_LMG_2158_	M_cgly_e	0.125	0.3	1	0.0375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
156	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_fuscovaginae_LMG_2158_	M_fe2_e	0.125	0.04	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
157	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_fuscovaginae_LMG_2158_	M_fe3pyovd_kt_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
158	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_fuscovaginae_LMG_2158_	M_gal_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
159	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_fuscovaginae_LMG_2158_	M_glu__L_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
160	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_fuscovaginae_LMG_2158_	M_glyc_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
161	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_fuscovaginae_LMG_2158_	M_h2o_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
162	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_fuscovaginae_LMG_2158_	M_h2s_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
163	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_fuscovaginae_LMG_2158_	M_pi_e	0.125	0.04	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
164	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_LalaDgluMdapDala_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
165	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_acald_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
166	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_agm_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
167	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_alaala_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
168	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_arg__L_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
169	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_asp__L_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
170	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_cgly_e	0.125	0.3	1	0.0375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
171	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_cys__L_e	0.125	0.53	1	0.06625	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
172	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_fe2_e	0.125	0.04	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
173	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_fe3pyovd_kt_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
174	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_g3pe_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
175	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_glu__L_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
176	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_glyc3p_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
177	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_glyc_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
178	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_gsn_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
179	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_gthrd_e	0.125	0.07	1	0.00875	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
180	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_h2o_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
181	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_h2s_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
182	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_met__L_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
183	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_pi_e	0.125	0.04	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
184	all	minimal	Kutzneria_albida_DSM_43870_	Pseudomonas_stutzeri_CGMCC_1_1803_	M_tsul_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
185	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_LalaDgluMdapDala_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
186	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_acald_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
187	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_alaala_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
188	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_arg__L_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
189	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_cgly_e	0.125	0.3	1	0.0375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
190	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_cys__L_e	0.125	0.53	1	0.06625	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
191	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_fe2_e	0.125	0.04	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
192	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_fe3pyovd_kt_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
193	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_g1p_e	0.125	0.48	1	0.06	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
194	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_g3pe_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
195	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_g3pg_e	0.125	0.26	1	0.0325	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
196	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_glu__L_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
197	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_glyc_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
198	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_gthrd_e	0.125	0.07	1	0.00875	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
199	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_h2o_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
200	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_h2s_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
201	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_met__L_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
202	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_pi_e	0.125	0.04	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
203	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_s_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
204	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_so3_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
205	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_tsul_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
206	all	minimal	Kutzneria_albida_DSM_43870_	Rhodoferax_saidenbachensis_DSM_22694_	M_ump_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
207	all	minimal	Kutzneria_albida_DSM_43870_	Sphingomonas_paucimobilis_NBRC_13935_	M_2dhglcn_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
208	all	minimal	Kutzneria_albida_DSM_43870_	Sphingomonas_paucimobilis_NBRC_13935_	M_acald_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
209	all	minimal	Kutzneria_albida_DSM_43870_	Sphingomonas_paucimobilis_NBRC_13935_	M_alaala_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
210	all	minimal	Kutzneria_albida_DSM_43870_	Sphingomonas_paucimobilis_NBRC_13935_	M_arg__L_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
211	all	minimal	Kutzneria_albida_DSM_43870_	Sphingomonas_paucimobilis_NBRC_13935_	M_cgly_e	0.125	0.3	1	0.0375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
212	all	minimal	Kutzneria_albida_DSM_43870_	Sphingomonas_paucimobilis_NBRC_13935_	M_fe2_e	0.125	0.04	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
213	all	minimal	Kutzneria_albida_DSM_43870_	Sphingomonas_paucimobilis_NBRC_13935_	M_fe3pyovd_kt_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
214	all	minimal	Kutzneria_albida_DSM_43870_	Sphingomonas_paucimobilis_NBRC_13935_	M_glyc_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
215	all	minimal	Kutzneria_albida_DSM_43870_	Sphingomonas_paucimobilis_NBRC_13935_	M_h2o_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
216	all	minimal	Kutzneria_albida_DSM_43870_	Sphingomonas_paucimobilis_NBRC_13935_	M_h2s_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
217	all	minimal	Kutzneria_albida_DSM_43870_	Sphingomonas_paucimobilis_NBRC_13935_	M_pi_e	0.125	0.04	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
218	all	minimal	Kutzneria_albida_DSM_43870_	Sphingomonas_paucimobilis_NBRC_13935_	M_s_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
219	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_acald_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
220	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_arg__L_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
221	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_bz_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
222	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_cgly_e	0.125	0.3	1	0.0375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
223	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_fe2_e	0.125	0.04	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
224	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_fe3pyovd_kt_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
225	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_gal_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
226	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_glu__L_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
227	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_glyc3p_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
228	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_glyc_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
229	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_gsn_e	0.125	0.03	1	0.00375	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
230	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_h2o_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
231	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_h2s_e	0.125	0.01	1	0.00125	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
232	all	minimal	Kutzneria_albida_DSM_43870_	Xanthomonas_gardneri_ICMP7383_	M_s_e	0.125	0.02	1	0.0025	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
233	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_acald_e	0.5	0.12	1	0.06	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
234	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_ala__D_e	0.5	0.28	1	0.14	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
235	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_arg__L_e	0.5	0.68	1	0.34	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
236	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_etoh_e	0.5	0.03	1	0.015	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
237	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_fe2_e	0.5	1.0	1	0.5	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
238	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_fe3_e	0.5	0.03	1	0.015	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
239	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_gal_e	0.5	0.01	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
240	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_glyc_e	0.5	0.01	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
241	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_h2o_e	0.5	0.01	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
242	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_h2s_e	0.5	0.13	1	0.065	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
243	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_h_e	0.5	0.02	1	0.01	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
244	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_indole_e	0.5	0.01	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
245	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_o2_e	0.5	1.0	1	0.5	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
246	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_pi_e	0.5	0.5	1	0.25	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
247	all	minimal	Methylobacter_tundripaludum_SV96_	Bacillus_circulans_NBRC_13626_	M_ura_e	0.5	0.01	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
248	all	minimal	Methylobacter_tundripaludum_SV96_	Flavobacterium_fluvii_DSM_19978_	M_acald_e	0.5	0.12	1	0.06	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
249	all	minimal	Methylobacter_tundripaludum_SV96_	Flavobacterium_fluvii_DSM_19978_	M_arg__L_e	0.5	0.68	1	0.34	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
250	all	minimal	Methylobacter_tundripaludum_SV96_	Flavobacterium_fluvii_DSM_19978_	M_cys__L_e	0.5	0.2	1	0.1	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
251	all	minimal	Methylobacter_tundripaludum_SV96_	Flavobacterium_fluvii_DSM_19978_	M_fe2_e	0.5	1.0	1	0.5	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
252	all	minimal	Methylobacter_tundripaludum_SV96_	Flavobacterium_fluvii_DSM_19978_	M_fe3_e	0.5	0.03	1	0.015	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
253	all	minimal	Methylobacter_tundripaludum_SV96_	Flavobacterium_fluvii_DSM_19978_	M_glyc_e	0.5	0.01	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
254	all	minimal	Methylobacter_tundripaludum_SV96_	Flavobacterium_fluvii_DSM_19978_	M_h2_e	0.5	0.01	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
255	all	minimal	Methylobacter_tundripaludum_SV96_	Flavobacterium_fluvii_DSM_19978_	M_h2o_e	0.5	0.01	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
256	all	minimal	Methylobacter_tundripaludum_SV96_	Flavobacterium_fluvii_DSM_19978_	M_h2s_e	0.5	0.13	1	0.065	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
257	all	minimal	Methylobacter_tundripaludum_SV96_	Flavobacterium_fluvii_DSM_19978_	M_h_e	0.5	0.02	1	0.01	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
258	all	minimal	Methylobacter_tundripaludum_SV96_	Flavobacterium_fluvii_DSM_19978_	M_indole_e	0.5	0.01	1	0.005	1883.2009.289.Crump.Artic.LTREB.main.lane3.NoIndex
